,head,variable,value
1337,Course2_W1-S1-L1_Course_Introduction_14-11,l_text_topics,topic_12
1338,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,concept_vocab_index,vi561
1339,Course1_W3-S1-L7_A_Simple_Grammar_for_English_Part_2_5-30,concept_vocab_index,vi946
1340,Course2_W1-S2-L5_Sentence_Segmentation_5-31,l_text_topics,topic_1
1341,Course1_W5-S2-L3_IBM_Model_1_Part_2_9-01,concept_vocab_index,vi468
1342,Course3_W8-S1-L2_-_Evaluation_of_QA__System_Architecture_-_21_slides_21-59,concept_vocab_index,vi677
1343,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi150
1344,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,l_text_topics,topic_12
1345,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,concept_vocab_index,vi43
1346,Course3_W1-S1-L3_-_Funny_Sentences_-_10_slides_06-35,concept_vocab_index,vi69
1347,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,l_text_topics,topic_7
1348,Course2_W5-S1-L3_Conditional_Maxent_Models_for_Classification_4-11,concept_vocab_index,vi586
1349,Course1_W3-S1-L5_Context-Free_Grammars_Part_2_2-22,l_text_topics,topic_1
1350,Course2_W1-S2-L1_Regular_Expressions_11-25,concept_vocab_index,vi499
1351,Course1_W3-S1-L2_Introduction_to_the_Parsing_Problem_Part_1_10-37,l_text_topics,topic_1
1352,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi468
1353,Course1_W4-S2-L5_Parameter_Estimation_in_Lexicalized_PCFGs_Part_2_9-08,concept_vocab_index,vi1019
1354,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi980
1355,Course1_W2-S1-L4_Parameter_Estimation_in_HMMs_13-16,prerequisite,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00
1356,Course2_W1-S2-L4_Word_Normalization_and_Stemming_11-47,l_text_topics,topic_5
1357,Course2_W5-S3-L1_Syntactic_Structure-_Constituency_vs_Dependency_8-46,concept_vocab_index,vi1091
1358,Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,l_text_topics,topic_8
1359,Course1_W10-S2-L1_Introduction_0-37,level,level_1
1360,Course2_W2-S1-L5_Smoothing-_Add-One_6-30,concept_vocab_index,vi345
1361,Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50,concept_vocab_index,vi1331
1362,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi695
1363,Course1_W6-S1-L4_Learning_Phrases_from_Alignments_Part_3_8-47,concept_vocab_index,vi470
1364,Course2_W8-S2-L2_Answer_Types_and_Query_Formulation_8-47,concept_vocab_index,vi497
1365,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi545
1366,Course3_W12-S1-L4_-_Machine_Translation_-_21_slides_10-55,concept_vocab_index,vi96
1367,Course1_W10-S1-L3_GLMs_for_Tagging_Part_1_5-26,concept_vocab_index,vi1422
1368,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi679
1369,Course2_W8-S2-L5_Advanced-_Answering_Complex_Questions_4-52,concept_vocab_index,vi246
1370,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi991
1371,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi538
1372,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi943
1373,Course2_W7-S2-L7_Calculating_TF-IDF_Cosine_Scores_12-47,concept_vocab_index,vi1434
1374,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,concept_vocab_index,vi1443
1375,Course1_W2-S1-L1_The_Tagging_Problem_10-01,concept_vocab_index,vi568
1376,Course2_W8-S3-L1_Introduction_to_Summarization,level,level_3
1377,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,concept_vocab_index,vi134
1378,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi1341
1379,Course3_W11-S1-L1_-_Sentiment_Analysis_-_17_slides_08-49,concept_vocab_index,vi545
1380,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi1115
1381,Course3_W9-S1-L1_-_Summarization_-_16_slides_11-50,l_text_topics,topic_5
1382,Course2_W7-S2-L7_Calculating_TF-IDF_Cosine_Scores_12-47,concept_vocab_index,vi436
1383,Course2_W2-S1-L6_Interpolation_10-25,concept_vocab_index,vi743
1384,Course2_W3-S2_L5_Other_Sentiment_Tasks_11-01,concept_vocab_index,vi1274
1385,Course1_W8-S2-L2_Conditional_History-based_Models_7-14,concept_vocab_index,vi1338
1386,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,level,level_1
1387,Course1_W5-S2-L7_The_EM_Algorithm_for_IBM_Model_2_Part_3_9-28,concept_vocab_index,vi62
1388,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,l_text_topics,topic_11
1389,Course3_W12-S1-L8_-_Text_Generation_-_11_slides_05-49,prerequisite,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36
1390,Course3_W1-S1-L4_-_Administrative_-__9_slides_08-07,concept_vocab_index,vi1422
1391,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi946
1392,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi642
1393,Course3_W5-S1-L6_-_Lexicalized_Parsing_-_12_slides_09-06,concept_vocab_index,vi262
1394,Course3_W11-S1-L4_-_Representing_and_Understanding_Meaning_-_14_slides_09-22,concept_vocab_index,vi468
1395,Course2_W4-S3-L1_What_is_Relation_Extraction_9-47,concept_vocab_index,vi1119
1396,Course3_W5-S1-L8_-_Alternative_Parsing_Formalisms_-_10_slides_10-03,concept_vocab_index,vi993
1397,Course1_W6-S2-L6_The_Decoding_Algorithm_Part_3_12-29,concept_vocab_index,vi1206
1398,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,l_text_topics,topic_8
1399,Course3_W8-S1-L2_-_Evaluation_of_QA__System_Architecture_-_21_slides_21-59,concept_vocab_index,vi545
1400,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi1067
1401,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23,concept_vocab_index,vi915
1402,Course3_W8-S1-L5_-_Question_Answering_Systems_2-2_-_9_slides_10-55,concept_vocab_index,vi1108
1403,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi872
1404,Course2_W5-S3-L2_Empirical-Data-Driven_Approach_to_Parsing_7-11,concept_vocab_index,vi43
1405,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi1206
1406,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi1124
1407,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi489
1408,Course2_W2-S1-L7_Good-Turing_Smoothing_15-35,concept_vocab_index,vi131
1409,Course1_W5-S1-L5_Classical_Approaches_to_MT_Part_2_5-56,concept_vocab_index,vi134
1410,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,concept_vocab_index,vi1074
1411,Course3_W9-S1-L2_-_Summarization_Techniques_1-3_-_26_slides_19-49,concept_vocab_index,vi89
1412,Course2_W3-S2_L5_Other_Sentiment_Tasks_11-01,concept_vocab_index,vi1284
1413,Course1_W4-S2-L6_Evaluation_of_Lexicalized_PCFGs_Part_1_9-32,concept_vocab_index,vi293
1414,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi1341
1415,Course2_W5-S3-L3_The_Exponential_Problem_in_Parsing_14-30,prerequisite,Course2_W5-S3-L2_Empirical-Data-Driven_Approach_to_Parsing_7-11
1416,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,concept_vocab_index,vi1115
1417,Course1_W3-S2-L3_Basics_of_PCFGs_Part_2_8-26,concept_vocab_index,vi345
1418,Course2_W6-S3-L1_Dependency_Parsing_Introduction_10-25,concept_vocab_index,vi817
1419,Course2_W6-S1-L5_Constituency_Parser_Evaluation_9-45,concept_vocab_index,vi1403
1420,Course3_W2-S1-L4_-_Morphological_Similarity-_Stemming_-_19_slides_15-05,concept_vocab_index,vi27
1421,Course1_W4-S2-L7_Evaluation_of_Lexicalized_PCFGs_Part_2_11-28,concept_vocab_index,vi14
1422,Course1_W3-S2-L5_The_CKY_Parsing_Algorithm_Part_2__13-22,l_text_topics,topic_11
1423,Course2_W1-S2-L4_Word_Normalization_and_Stemming_11-47,concept_vocab_index,vi677
1424,Course2_W3-S1-L8_Text_Classification-_Evaluation_7-17,concept_vocab_index,vi355
1425,Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,l_text_topics,topic_11
1426,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi713
1427,Course3_W8-S1-L5_-_Question_Answering_Systems_2-2_-_9_slides_10-55,concept_vocab_index,vi915
1428,Course2_W7-S2-L3_Term_Frequency_Weighting_5-59,concept_vocab_index,vi1363
1429,Course2_W8-S1-L2_WordNet_and_Other_Online_Thesauri_6-23,concept_vocab_index,vi73
1430,Course1_W7-S1-L5_Definition_of_Log-linear_Models_Part_1_11-50,concept_vocab_index,vi980
1431,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,prerequisite,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07
1432,Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21,concept_vocab_index,vi832
1433,Course3_W8-S1-L2_-_Evaluation_of_QA__System_Architecture_-_21_slides_21-59,l_text_topics,topic_10
1434,Course1_W8-S1-L2_Recap_of_the_Tagging_Problem_3-15,concept_vocab_index,vi909
1435,Course1_W3-S1-L10_Examples_of_Ambiguity_5-56,concept_vocab_index,vi1274
1436,Course2_W8-S1-L5_Word_Similarity-_Distributional_Similarity_II_8-15,concept_vocab_index,vi1058
1437,Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,concept_vocab_index,vi403
1438,Course3_W2-S1-L7_-_Preprocessing_-_9_slides_11-48,concept_vocab_index,vi1013
1439,Course1_W10-S1-L4_GLMs_for_Tagging_Part_2_7-35,concept_vocab_index,vi442
1440,Course1_W3-S1-L7_A_Simple_Grammar_for_English_Part_2_5-30,level,level_1
1441,Course2_W8-S1-L5_Word_Similarity-_Distributional_Similarity_II_8-15,concept_vocab_index,vi904
1442,Course3_W9-S1-L6_-_Sentence_Simplification_-_8_slides_05-30,l_text_topics,topic_5
1443,Course1_W3-S1-L10_Examples_of_Ambiguity_5-56,concept_vocab_index,vi69
1444,Course2_W3-S2_L4_Learning_Sentiment_Lexicons_14-45,concept_vocab_index,vi988
1445,Course1_W7-S1-L6_Definition_of_Log-linear_Models_Part_2_3-45,concept_vocab_index,vi939
1446,Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,level,level_2
1447,Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,concept_vocab_index,vi980
1448,Course1_W7-S1-L5_Definition_of_Log-linear_Models_Part_1_11-50,level,level_1
1449,Course3_W10-S1-L3_-_Evaluation_of_IR_-_14_slides_11-15,l_text_topics,topic_10
1450,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,l_text_topics,topic_7
1451,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi496
1452,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,concept_vocab_index,vi134
1453,Course1_W5-S2-L1_Introduction_3-24,concept_vocab_index,vi873
1454,Course1_W6-S2-L1_Definition_of_the_Decoding_Problem_Part_1_9-12,concept_vocab_index,vi43
1455,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi490
1456,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,concept_vocab_index,vi631
1457,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,concept_vocab_index,vi74
1458,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,prerequisite,Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50
1459,Course2_W6-S2-L5_Latent_Variable_PCFGs_12-07,concept_vocab_index,vi150
1460,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi743
1461,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,concept_vocab_index,vi991
1462,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi768
1463,Course2_W1-S3-L5_Minimum_Edit_Distance_in_Computational_Biology_9-29,concept_vocab_index,vi43
1464,Course2_W7-S1-L1_Introduction_to_Information_Retrieval_9-16,concept_vocab_index,vi43
1465,Course3_W10-S1-L3_-_Evaluation_of_IR_-_14_slides_11-15,concept_vocab_index,vi1124
1466,Course3_W5-S1-L4_-_Prepositional_phrase_attachment_3-3_-_18_slides_12-53,concept_vocab_index,vi943
1467,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1202
1468,Course2_W4-S3-L1_What_is_Relation_Extraction_9-47,l_text_topics,topic_5
1469,Course3_W7-S1-L3_-_Hidden_Markov_Models_1-2_-_30_slides_24-41,concept_vocab_index,vi159
1470,Course2_W2-S2-L1_The_Spelling_Correction_Task_5-39,concept_vocab_index,vi873
1471,Course2_W3-S1-L9_Practical_Issues_in_Text_Classification_5-56,concept_vocab_index,vi798
1472,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi980
1473,Course3_W9-S1-L4_-_Summarization_Techniques_3-3_-_17_slides_10-23,concept_vocab_index,vi625
1474,Course2_W7-S1-L5_Phrase_Queries_and_Positional_Indexes_19-45,concept_vocab_index,vi1051
1475,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi468
1476,Course2_W3-S2_L1_What_is_Sentiment_Analysis_7-17,concept_vocab_index,vi17
1477,Course3_W12-S1-L4_-_Machine_Translation_-_21_slides_10-55,concept_vocab_index,vi713
1478,Course2_W3-S2_L4_Learning_Sentiment_Lexicons_14-45,concept_vocab_index,vi351
1479,Course2_W8-S3-L3_Evaluating_Summaries-_ROUGE,concept_vocab_index,vi490
1480,Course3_W6-S1-L4_-_Language_Modeling_1-3_contd_-__5_slides_03-05,concept_vocab_index,vi774
1481,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,level,level_2
1482,Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,concept_vocab_index,vi74
1483,Course3_W10-S1-L2_-_Information_Retrieval_-_32_slides_21-38,concept_vocab_index,vi432
1484,Course3_W11-S1-L4_-_Representing_and_Understanding_Meaning_-_14_slides_09-22,l_text_topics,topic_11
1485,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,prerequisite,Course1_W9-S1-L2_Word_Cluster_Representations_8-36
1486,Course3_W9-S1-L3_-_Summarization_Techniques_2-3_-_27_slides_20-34,concept_vocab_index,vi884
1487,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,concept_vocab_index,vi559
1488,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,concept_vocab_index,vi330
1489,Course2_W7-S2-L8_Evaluating_Search_Engines_9-02,concept_vocab_index,vi842
1490,Course1_W6-S2-L1_Definition_of_the_Decoding_Problem_Part_1_9-12,concept_vocab_index,vi768
1491,Course1_W3-S1-L1_Introduction_0-28,concept_vocab_index,vi980
1492,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi292
1493,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi266
1494,Course3_W9-S1-L6_-_Sentence_Simplification_-_8_slides_05-30,concept_vocab_index,vi116
1495,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi171
1496,Course3_W8-S1-L2_-_Evaluation_of_QA__System_Architecture_-_21_slides_21-59,concept_vocab_index,vi844
1497,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi1206
1498,Course3_W2-S1-L3_-_Text_Similarity-_Introduction_-_8_slides_07-27,concept_vocab_index,vi1293
1499,Course2_W1-S3-L2_Computing_Minimum_Edit_Distance_5-54,concept_vocab_index,vi137
1500,Course2_W3-S1-L3_Formalizing_the_Naive_Bayes_Classifier_9-28,concept_vocab_index,vi637
1501,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi991
1502,Course1_W4-S2-L4_Parameter_Estimation_in_Lexicalized_PCFGs_Part_1_5-28,concept_vocab_index,vi257
1503,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,concept_vocab_index,vi490
1504,Course1_W3-S1-L8_A_Simple_Grammar_for_English_Part_3_11-21,concept_vocab_index,vi1442
1505,Course2_W8-S2-L2_Answer_Types_and_Query_Formulation_8-47,concept_vocab_index,vi943
1506,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,concept_vocab_index,vi320
1507,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi29
1508,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,concept_vocab_index,vi183
1509,Course1_W4-S2-L4_Parameter_Estimation_in_Lexicalized_PCFGs_Part_1_5-28,concept_vocab_index,vi55
1510,Course3_W3-S1-L7_-_NLP_Tasks_3-3_-_21_slides_16-21,concept_vocab_index,vi1043
1511,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi47
1512,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,concept_vocab_index,vi478
1513,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi1341
1514,Course3_W11-S1-L1_-_Sentiment_Analysis_-_17_slides_08-49,concept_vocab_index,vi228
1515,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi116
1516,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi1057
1517,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44,concept_vocab_index,vi299
1518,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,concept_vocab_index,vi1481
1519,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi631
1520,Course1_W5-S1-L5_Classical_Approaches_to_MT_Part_2_5-56,concept_vocab_index,vi561
1521,Course1_W10-S1-L6_GLMs_for_Tagging_Part_4_6-00,concept_vocab_index,vi442
1522,Course2_W5-S1-L1_The_Maximum_Entropy_Model_Presentation_12-14,concept_vocab_index,vi1255
1523,Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50,concept_vocab_index,vi1255
1524,Course2_W2-S1-L2_Estimating_N-gram_Probabilities_9-38,concept_vocab_index,vi790
1525,Course3_W2-S1-L5_-_Spelling_Similarity-_Edit_Distance_-_32_slides_21-23,concept_vocab_index,vi873
1526,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,concept_vocab_index,vi47
1527,Course3_W1-S1-L1_-_Introduction_-_11_slides_08-39,l_text_topics,topic_10
1528,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi88
1529,Course2_W4-S3-L4_Semi-Supervised_and_Unsupervised_Relation_Extraction_9-53,concept_vocab_index,vi960
1530,Course1_W4-S2-L7_Evaluation_of_Lexicalized_PCFGs_Part_2_11-28,concept_vocab_index,vi944
1531,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,concept_vocab_index,vi47
1532,Course3_W5-S1-L5_-_Statistical_Parsing_-_29_slides_12-52,concept_vocab_index,vi49
1533,Course1_W8-S1-L6_The_Viterbi_Algorithm_for_Log-linear_Taggers_9-37,concept_vocab_index,vi1445
1534,Course2_W3-S1-L2_Naive_Bayes_3-19,level,level_3
1535,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,concept_vocab_index,vi770
1536,Course1_W7-S1-L8_Parameter_Estimation_in_Log-linear_Models_Part_2_4-13,concept_vocab_index,vi137
1537,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,concept_vocab_index,vi1155
1538,Course1_W5-S1-L5_Classical_Approaches_to_MT_Part_2_5-56,concept_vocab_index,vi43
1539,Course1_W2-S1-L1_The_Tagging_Problem_10-01,concept_vocab_index,vi351
1540,Course1_W3-S2-L4_The_CKY_Parsing_Algorithm_Part_1__7-31,concept_vocab_index,vi625
1541,Course2_W8-S2-L2_Answer_Types_and_Query_Formulation_8-47,concept_vocab_index,vi1313
1542,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,concept_vocab_index,vi1341
1543,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,concept_vocab_index,vi744
1544,Course2_W6-S2-L5_Latent_Variable_PCFGs_12-07,prerequisite,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53
1545,Course3_W5-S1-L3_-_Prepositional_phrase_attachment_2-3_-_20_slides_17-22,concept_vocab_index,vi945
1546,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,concept_vocab_index,vi1267
1547,Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,concept_vocab_index,vi1206
1548,Course1_W5-S2-L6_The_EM_Algorithm_for_IBM_Model_2_Part_2_8-37,l_text_topics,topic_12
1549,Course3_W12-S1-L8_-_Text_Generation_-_11_slides_05-49,concept_vocab_index,vi1206
1550,Course3_W9-S1-L6_-_Sentence_Simplification_-_8_slides_05-30,concept_vocab_index,vi1206
1551,Course2_W5-S1-L3_Conditional_Maxent_Models_for_Classification_4-11,concept_vocab_index,vi477
1552,Course3_W11-S1-L2_-_Sentiment_Lexicons_-_12_slides_07-53,concept_vocab_index,vi1200
1553,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi219
1554,Course2_W6-S1-L5_Constituency_Parser_Evaluation_9-45,l_text_topics,topic_11
1555,Course2_W4-S1-L1_Generative_vs,concept_vocab_index,vi14
1556,Course1_W3-S1-L3_Introduction_to_the_Parsing_Problem_Part_2_4-20,concept_vocab_index,vi1206
1557,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,l_text_topics,topic_1
1558,Course3_W6-S1-L4_-_Language_Modeling_1-3_contd_-__5_slides_03-05,prerequisite,Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21
1559,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi55
1560,Course1_W10-S1-L1_Introduction_1-02,l_text_topics,topic_14
1561,Course1_W8-S2-L2_Conditional_History-based_Models_7-14,level,level_1
1562,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,concept_vocab_index,vi1338
1563,Course1_W5-S2-L5_The_EM_Algorithm_for_IBM_Model_2_Part_1_5-09,concept_vocab_index,vi345
1564,Course2_W8-S1-L1_Word_Senses_and_Word_Relations_11-50,concept_vocab_index,vi708
1565,Course3_W12-S1-L5_-_Machine_Translation_Basic_Techniques_-_13_slides_11-48,concept_vocab_index,vi1255
1566,Course1_W6-S2-L4_The_Decoding_Algorithm_Part_1_14-39,prerequisite,Course1_W6-S2-L3_Definition_of_the_Decoding_Problem_Part_3_10-43
1567,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,concept_vocab_index,vi72
1568,Course2_W7-S2-L5_TF-IDF_Weighting_3-42,concept_vocab_index,vi1434
1569,Course1_W7-S1-L3_Features_in_Log-Linear_Models_Part_1_13-56,concept_vocab_index,vi403
1570,Course3_W5-S1-L1_-_Parsing_Introduction_and_recap-Parsing_noun_sequences_-_20_slides_15-19,concept_vocab_index,vi991
1571,Course2_W6-S1-L5_Constituency_Parser_Evaluation_9-45,concept_vocab_index,vi735
1572,Course3_W5-S1-L5_-_Statistical_Parsing_-_29_slides_12-52,concept_vocab_index,vi262
1573,Course1_W5-S1-L5_Classical_Approaches_to_MT_Part_2_5-56,concept_vocab_index,vi848
1574,Course2_W8-S1-L1_Word_Senses_and_Word_Relations_11-50,concept_vocab_index,vi468
1575,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi1067
1576,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi134
1577,Course3_W5-S1-L8_-_Alternative_Parsing_Formalisms_-_10_slides_10-03,concept_vocab_index,vi561
1578,Course2_W5-S1-L1_The_Maximum_Entropy_Model_Presentation_12-14,concept_vocab_index,vi477
1579,Course2_W7-S1-L3_The_Inverted_Index_10-42,concept_vocab_index,vi939
1580,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi1277
1581,Course2_W2-S1-L3_Evaluation_and_Perplexity_11-09,concept_vocab_index,vi134
1582,Course1_W6-S2-L1_Definition_of_the_Decoding_Problem_Part_1_9-12,l_text_topics,topic_7
1583,Course2_W8-S1-L1_Word_Senses_and_Word_Relations_11-50,concept_vocab_index,vi988
1584,Course1_W10-S1-L3_GLMs_for_Tagging_Part_1_5-26,level,level_1
1585,Course3_W10-S1-L2_-_Information_Retrieval_-_32_slides_21-38,concept_vocab_index,vi1108
1586,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi1443
1587,Course1_W5-S2-L2_IBM_Model_1_Part_1_13-06,concept_vocab_index,vi656
1588,Course3_W9-S1-L3_-_Summarization_Techniques_2-3_-_27_slides_20-34,concept_vocab_index,vi18
1589,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,prerequisite,Course1_W2-S1-L2_Generative_Models_for_Supervised_Learning_8-57
1590,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18,prerequisite,Course1_W6-S1-L1_Introduction_0-41
1591,Course1_W3-S1-L8_A_Simple_Grammar_for_English_Part_3_11-21,concept_vocab_index,vi946
1592,Course2_W6-S3-L1_Dependency_Parsing_Introduction_10-25,concept_vocab_index,vi137
1593,Course1_W4-S2-L5_Parameter_Estimation_in_Lexicalized_PCFGs_Part_2_9-08,l_text_topics,topic_7
1594,Course1_W10-S2-L1_Introduction_0-37,l_text_topics,topic_12
1595,Course3_W5-S1-L3_-_Prepositional_phrase_attachment_2-3_-_20_slides_17-22,concept_vocab_index,vi1186
1596,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi945
1597,Course2_W6-S3-L1_Dependency_Parsing_Introduction_10-25,level,level_3
1598,Course2_W1-S3-L5_Minimum_Edit_Distance_in_Computational_Biology_9-29,prerequisite,Course2_W1-S3-L4_Weighted_Minimum_Edit_Distance_2-47
1599,Course1_W3-S1-L9_A_Simple_Grammar_for_English_Part_4_2-20,concept_vocab_index,vi468
1600,Course1_W8-S1-L8_Summary_2-45,concept_vocab_index,vi905
1601,Course2_W3-S1-L6_Multinomial_Naive_Bayes-_A_Worked_Example_8-58,concept_vocab_index,vi47
