,0
1617,velar_sound
1618,velum
1619,verb_alternations
1620,verb_phrase
1621,verbframed_language
1622,verbs
1623,verifiability
1624,vietnamese
1625,viterbi
1626,beam_search
1627,viterbi_algorithm
1628,inference_crf
1629,viterbi_algorithm
1630,vocoding
1631,voice_user_interface
1632,voiced_sound
1633,voiceless_sound
1634,vowel
1635,vso_language
1636,wake_word
1637,wall_street_journal
1638,warping
1639,wavefile_format
1640,wavenet
1641,wavenet
1642,weak_equivalence_grammars
1643,web_ontology_language
1644,webquestions
1645,weight_tying
1646,wellformed_substring
1647,wfst
1648,whnonsubjectquestion
1649,whphrase
1650,whpronoun
1651,whsubjectquestions
1652,whword
1653,wic
1654,wikification
1655,wildcard
1656,winograd_schema
1657,wizardofoz_system
1658,word_normalization
1659,word_segmentation
1660,word_sense
1661,word_sense_disambiguation
1662,wsd
1663,word_sense_induction
1664,word_shape
1665,word_tokenization
1666,wordincontext
1667,wordword_matrix
1668,wordvec
1669,wordform
1670,wordnet
1671,wordpiece
1672,world_knowledge
1673,wsd
1674,wsi
1675,xbar_schemata
1676,yesno_questions
1677,yonkers_racetrack
1678,yupik
1679,zero_anaphor
1680,zerowidth
1681,zeugma
